district,chamber,indicator,value,topic,type,format,order,topicOrder,pad,id
State House District 105,House,Low-income seniors,658,Income by age: seniors,table,",",4,44,105,620L500US09105
State House District 106,House,Low-income seniors,703,Income by age: seniors,table,",",4,44,106,620L500US09106
State House District 107,House,Low-income seniors,591,Income by age: seniors,table,",",4,44,107,620L500US09107
State House District 108,House,Low-income seniors,437,Income by age: seniors,table,",",4,44,108,620L500US09108
State House District 109,House,Low-income seniors,709,Income by age: seniors,table,",",4,44,109,620L500US09109
State House District 110,House,Low-income seniors,1274,Income by age: seniors,table,",",4,44,110,620L500US09110
State House District 111,House,Low-income seniors,461,Income by age: seniors,table,",",4,44,111,620L500US09111
State House District 112,House,Low-income seniors,469,Income by age: seniors,table,",",4,44,112,620L500US09112
State House District 113,House,Low-income seniors,429,Income by age: seniors,table,",",4,44,113,620L500US09113
State House District 114,House,Low-income seniors,628,Income by age: seniors,table,",",4,44,114,620L500US09114
State House District 115,House,Low-income seniors,976,Income by age: seniors,table,",",4,44,115,620L500US09115
State House District 116,House,Low-income seniors,625,Income by age: seniors,table,",",4,44,116,620L500US09116
State House District 117,House,Low-income seniors,1127,Income by age: seniors,table,",",4,44,117,620L500US09117
State House District 118,House,Low-income seniors,1075,Income by age: seniors,table,",",4,44,118,620L500US09118
State House District 119,House,Low-income seniors,887,Income by age: seniors,table,",",4,44,119,620L500US09119
State House District 120,House,Low-income seniors,934,Income by age: seniors,table,",",4,44,120,620L500US09120
State House District 121,House,Low-income seniors,1336,Income by age: seniors,table,",",4,44,121,620L500US09121
State House District 122,House,Low-income seniors,1231,Income by age: seniors,table,",",4,44,122,620L500US09122
State House District 123,House,Low-income seniors,599,Income by age: seniors,table,",",4,44,123,620L500US09123
State House District 124,House,Low-income seniors,1421,Income by age: seniors,table,",",4,44,124,620L500US09124
State House District 125,House,Low-income seniors,420,Income by age: seniors,table,",",4,44,125,620L500US09125
State House District 126,House,Low-income seniors,656,Income by age: seniors,table,",",4,44,126,620L500US09126
State House District 127,House,Low-income seniors,915,Income by age: seniors,table,",",4,44,127,620L500US09127
State House District 128,House,Low-income seniors,638,Income by age: seniors,table,",",4,44,128,620L500US09128
State House District 129,House,Low-income seniors,876,Income by age: seniors,table,",",4,44,129,620L500US09129
State House District 130,House,Low-income seniors,1253,Income by age: seniors,table,",",4,44,130,620L500US09130
State House District 131,House,Low-income seniors,554,Income by age: seniors,table,",",4,44,131,620L500US09131
State House District 132,House,Low-income seniors,617,Income by age: seniors,table,",",4,44,132,620L500US09132
State House District 133,House,Low-income seniors,513,Income by age: seniors,table,",",4,44,133,620L500US09133
State House District 134,House,Low-income seniors,374,Income by age: seniors,table,",",4,44,134,620L500US09134
State House District 135,House,Low-income seniors,329,Income by age: seniors,table,",",4,44,135,620L500US09135
State House District 136,House,Low-income seniors,317,Income by age: seniors,table,",",4,44,136,620L500US09136
State House District 137,House,Low-income seniors,1047,Income by age: seniors,table,",",4,44,137,620L500US09137
State House District 138,House,Low-income seniors,438,Income by age: seniors,table,",",4,44,138,620L500US09138
State House District 139,House,Low-income seniors,778,Income by age: seniors,table,",",4,44,139,620L500US09139
State House District 140,House,Low-income seniors,641,Income by age: seniors,table,",",4,44,140,620L500US09140
State House District 141,House,Low-income seniors,413,Income by age: seniors,table,",",4,44,141,620L500US09141
State House District 142,House,Low-income seniors,490,Income by age: seniors,table,",",4,44,142,620L500US09142
State House District 143,House,Low-income seniors,511,Income by age: seniors,table,",",4,44,143,620L500US09143
State House District 144,House,Low-income seniors,493,Income by age: seniors,table,",",4,44,144,620L500US09144
State House District 145,House,Low-income seniors,1039,Income by age: seniors,table,",",4,44,145,620L500US09145
State House District 146,House,Low-income seniors,812,Income by age: seniors,table,",",4,44,146,620L500US09146
State House District 147,House,Low-income seniors,207,Income by age: seniors,table,",",4,44,147,620L500US09147
State House District 148,House,Low-income seniors,799,Income by age: seniors,table,",",4,44,148,620L500US09148
State House District 149,House,Low-income seniors,413,Income by age: seniors,table,",",4,44,149,620L500US09149
State House District 150,House,Low-income seniors,714,Income by age: seniors,table,",",4,44,150,620L500US09150
State House District 151,House,Low-income seniors,544,Income by age: seniors,table,",",4,44,151,620L500US09151
State Senate District 1,Senate,Low-income seniors,4923,Income by age: seniors,table,",",4,44,001,610U500US09001
State Senate District 2,Senate,Low-income seniors,4290,Income by age: seniors,table,",",4,44,002,610U500US09002
State Senate District 3,Senate,Low-income seniors,3350,Income by age: seniors,table,",",4,44,003,610U500US09003
State Senate District 4,Senate,Low-income seniors,2441,Income by age: seniors,table,",",4,44,004,610U500US09004
State Senate District 5,Senate,Low-income seniors,3059,Income by age: seniors,table,",",4,44,005,610U500US09005
State Senate District 6,Senate,Low-income seniors,4268,Income by age: seniors,table,",",4,44,006,610U500US09006
State Senate District 7,Senate,Low-income seniors,3103,Income by age: seniors,table,",",4,44,007,610U500US09007
State Senate District 8,Senate,Low-income seniors,2833,Income by age: seniors,table,",",4,44,008,610U500US09008
State Senate District 9,Senate,Low-income seniors,3926,Income by age: seniors,table,",",4,44,009,610U500US09009
State Senate District 10,Senate,Low-income seniors,3405,Income by age: seniors,table,",",4,44,010,610U500US09010
State Senate District 11,Senate,Low-income seniors,4355,Income by age: seniors,table,",",4,44,011,610U500US09011
State Senate District 12,Senate,Low-income seniors,3066,Income by age: seniors,table,",",4,44,012,610U500US09012
State Senate District 13,Senate,Low-income seniors,3322,Income by age: seniors,table,",",4,44,013,610U500US09013
State Senate District 14,Senate,Low-income seniors,4041,Income by age: seniors,table,",",4,44,014,610U500US09014
State Senate District 15,Senate,Low-income seniors,4726,Income by age: seniors,table,",",4,44,015,610U500US09015
State Senate District 16,Senate,Low-income seniors,3634,Income by age: seniors,table,",",4,44,016,610U500US09016
State Senate District 17,Senate,Low-income seniors,3264,Income by age: seniors,table,",",4,44,017,610U500US09017
State Senate District 18,Senate,Low-income seniors,3526,Income by age: seniors,table,",",4,44,018,610U500US09018
State Senate District 19,Senate,Low-income seniors,3046,Income by age: seniors,table,",",4,44,019,610U500US09019
State Senate District 20,Senate,Low-income seniors,3136,Income by age: seniors,table,",",4,44,020,610U500US09020
State Senate District 21,Senate,Low-income seniors,3819,Income by age: seniors,table,",",4,44,021,610U500US09021
State Senate District 22,Senate,Low-income seniors,3081,Income by age: seniors,table,",",4,44,022,610U500US09022
State Senate District 23,Senate,Low-income seniors,4161,Income by age: seniors,table,",",4,44,023,610U500US09023
State Senate District 24,Senate,Low-income seniors,3241,Income by age: seniors,table,",",4,44,024,610U500US09024
State Senate District 25,Senate,Low-income seniors,2837,Income by age: seniors,table,",",4,44,025,610U500US09025
State Senate District 26,Senate,Low-income seniors,1772,Income by age: seniors,table,",",4,44,026,610U500US09026
State Senate District 27,Senate,Low-income seniors,3076,Income by age: seniors,table,",",4,44,027,610U500US09027
State Senate District 28,Senate,Low-income seniors,2177,Income by age: seniors,table,",",4,44,028,610U500US09028
State Senate District 29,Senate,Low-income seniors,2949,Income by age: seniors,table,",",4,44,029,610U500US09029
State Senate District 30,Senate,Low-income seniors,3561,Income by age: seniors,table,",",4,44,030,610U500US09030
State Senate District 31,Senate,Low-income seniors,4179,Income by age: seniors,table,",",4,44,031,610U500US09031
State Senate District 32,Senate,Low-income seniors,3654,Income by age: seniors,table,",",4,44,032,610U500US09032
State Senate District 33,Senate,Low-income seniors,3352,Income by age: seniors,table,",",4,44,033,610U500US09033
State Senate District 34,Senate,Low-income seniors,3575,Income by age: seniors,table,",",4,44,034,610U500US09034
State Senate District 35,Senate,Low-income seniors,2922,Income by age: seniors,table,",",4,44,035,610U500US09035
State Senate District 36,Senate,Low-income seniors,2154,Income by age: seniors,table,",",4,44,036,610U500US09036
Connecticut,State,Low-income seniors,122224,Income by age: seniors,table,",",4,44,,Connecticut
State House District 1,House,Senior low-income rate,0.554,Income by age: seniors,map,.0%,5,45,001,620L500US09001
State House District 2,House,Senior low-income rate,0.181,Income by age: seniors,map,.0%,5,45,002,620L500US09002
State House District 3,House,Senior low-income rate,0.665,Income by age: seniors,map,.0%,5,45,003,620L500US09003
State House District 4,House,Senior low-income rate,0.658,Income by age: seniors,map,.0%,5,45,004,620L500US09004
State House District 5,House,Senior low-income rate,0.328,Income by age: seniors,map,.0%,5,45,005,620L500US09005
State House District 6,House,Senior low-income rate,0.41,Income by age: seniors,map,.0%,5,45,006,620L500US09006
State House District 7,House,Senior low-income rate,0.467,Income by age: seniors,map,.0%,5,45,007,620L500US09007
State House District 8,House,Senior low-income rate,0.131,Income by age: seniors,map,.0%,5,45,008,620L500US09008
State House District 9,House,Senior low-income rate,0.238,Income by age: seniors,map,.0%,5,45,009,620L500US09009
State House District 10,House,Senior low-income rate,0.321,Income by age: seniors,map,.0%,5,45,010,620L500US09010
State House District 11,House,Senior low-income rate,0.169,Income by age: seniors,map,.0%,5,45,011,620L500US09011
State House District 12,House,Senior low-income rate,0.196,Income by age: seniors,map,.0%,5,45,012,620L500US09012
State House District 13,House,Senior low-income rate,0.179,Income by age: seniors,map,.0%,5,45,013,620L500US09013
State House District 14,House,Senior low-income rate,0.213,Income by age: seniors,map,.0%,5,45,014,620L500US09014
State House District 15,House,Senior low-income rate,0.193,Income by age: seniors,map,.0%,5,45,015,620L500US09015
State House District 16,House,Senior low-income rate,0.154,Income by age: seniors,map,.0%,5,45,016,620L500US09016
State House District 17,House,Senior low-income rate,0.101,Income by age: seniors,map,.0%,5,45,017,620L500US09017
State House District 18,House,Senior low-income rate,0.25,Income by age: seniors,map,.0%,5,45,018,620L500US09018
State House District 19,House,Senior low-income rate,0.112,Income by age: seniors,map,.0%,5,45,019,620L500US09019
State House District 20,House,Senior low-income rate,0.232,Income by age: seniors,map,.0%,5,45,020,620L500US09020
State House District 21,House,Senior low-income rate,0.202,Income by age: seniors,map,.0%,5,45,021,620L500US09021
State House District 22,House,Senior low-income rate,0.301,Income by age: seniors,map,.0%,5,45,022,620L500US09022
State House District 23,House,Senior low-income rate,0.193,Income by age: seniors,map,.0%,5,45,023,620L500US09023
State House District 24,House,Senior low-income rate,0.332,Income by age: seniors,map,.0%,5,45,024,620L500US09024
State House District 25,House,Senior low-income rate,0.518,Income by age: seniors,map,.0%,5,45,025,620L500US09025
State House District 26,House,Senior low-income rate,0.299,Income by age: seniors,map,.0%,5,45,026,620L500US09026
State House District 27,House,Senior low-income rate,0.226,Income by age: seniors,map,.0%,5,45,027,620L500US09027
State House District 28,House,Senior low-income rate,0.219,Income by age: seniors,map,.0%,5,45,028,620L500US09028
State House District 29,House,Senior low-income rate,0.241,Income by age: seniors,map,.0%,5,45,029,620L500US09029
State House District 30,House,Senior low-income rate,0.193,Income by age: seniors,map,.0%,5,45,030,620L500US09030
State House District 31,House,Senior low-income rate,0.132,Income by age: seniors,map,.0%,5,45,031,620L500US09031
State House District 32,House,Senior low-income rate,0.212,Income by age: seniors,map,.0%,5,45,032,620L500US09032
State House District 33,House,Senior low-income rate,0.286,Income by age: seniors,map,.0%,5,45,033,620L500US09033
State House District 34,House,Senior low-income rate,0.192,Income by age: seniors,map,.0%,5,45,034,620L500US09034
State House District 35,House,Senior low-income rate,0.19,Income by age: seniors,map,.0%,5,45,035,620L500US09035
State House District 36,House,Senior low-income rate,0.158,Income by age: seniors,map,.0%,5,45,036,620L500US09036
State House District 37,House,Senior low-income rate,0.134,Income by age: seniors,map,.0%,5,45,037,620L500US09037
State House District 38,House,Senior low-income rate,0.19,Income by age: seniors,map,.0%,5,45,038,620L500US09038
State House District 39,House,Senior low-income rate,0.4,Income by age: seniors,map,.0%,5,45,039,620L500US09039
State House District 40,House,Senior low-income rate,0.242,Income by age: seniors,map,.0%,5,45,040,620L500US09040
State House District 41,House,Senior low-income rate,0.244,Income by age: seniors,map,.0%,5,45,041,620L500US09041
State House District 42,House,Senior low-income rate,0.152,Income by age: seniors,map,.0%,5,45,042,620L500US09042
State House District 43,House,Senior low-income rate,0.157,Income by age: seniors,map,.0%,5,45,043,620L500US09043
State House District 44,House,Senior low-income rate,0.283,Income by age: seniors,map,.0%,5,45,044,620L500US09044
State House District 45,House,Senior low-income rate,0.265,Income by age: seniors,map,.0%,5,45,045,620L500US09045
State House District 46,House,Senior low-income rate,0.373,Income by age: seniors,map,.0%,5,45,046,620L500US09046
State House District 47,House,Senior low-income rate,0.17,Income by age: seniors,map,.0%,5,45,047,620L500US09047
State House District 48,House,Senior low-income rate,0.146,Income by age: seniors,map,.0%,5,45,048,620L500US09048
State House District 49,House,Senior low-income rate,0.244,Income by age: seniors,map,.0%,5,45,049,620L500US09049
State House District 50,House,Senior low-income rate,0.148,Income by age: seniors,map,.0%,5,45,050,620L500US09050
State House District 51,House,Senior low-income rate,0.31,Income by age: seniors,map,.0%,5,45,051,620L500US09051
State House District 52,House,Senior low-income rate,0.214,Income by age: seniors,map,.0%,5,45,052,620L500US09052
State House District 53,House,Senior low-income rate,0.18,Income by age: seniors,map,.0%,5,45,053,620L500US09053
State House District 54,House,Senior low-income rate,0.161,Income by age: seniors,map,.0%,5,45,054,620L500US09054
State House District 55,House,Senior low-income rate,0.135,Income by age: seniors,map,.0%,5,45,055,620L500US09055
State House District 56,House,Senior low-income rate,0.285,Income by age: seniors,map,.0%,5,45,056,620L500US09056
State House District 57,House,Senior low-income rate,0.212,Income by age: seniors,map,.0%,5,45,057,620L500US09057
State House District 58,House,Senior low-income rate,0.245,Income by age: seniors,map,.0%,5,45,058,620L500US09058
State House District 59,House,Senior low-income rate,0.233,Income by age: seniors,map,.0%,5,45,059,620L500US09059
State House District 60,House,Senior low-income rate,0.17,Income by age: seniors,map,.0%,5,45,060,620L500US09060
State House District 61,House,Senior low-income rate,0.147,Income by age: seniors,map,.0%,5,45,061,620L500US09061
State House District 62,House,Senior low-income rate,0.162,Income by age: seniors,map,.0%,5,45,062,620L500US09062
State House District 63,House,Senior low-income rate,0.24,Income by age: seniors,map,.0%,5,45,063,620L500US09063
State House District 64,House,Senior low-income rate,0.2,Income by age: seniors,map,.0%,5,45,064,620L500US09064
State House District 65,House,Senior low-income rate,0.329,Income by age: seniors,map,.0%,5,45,065,620L500US09065
State House District 66,House,Senior low-income rate,0.208,Income by age: seniors,map,.0%,5,45,066,620L500US09066
State House District 67,House,Senior low-income rate,0.216,Income by age: seniors,map,.0%,5,45,067,620L500US09067
State House District 68,House,Senior low-income rate,0.259,Income by age: seniors,map,.0%,5,45,068,620L500US09068
State House District 69,House,Senior low-income rate,0.209,Income by age: seniors,map,.0%,5,45,069,620L500US09069
State House District 70,House,Senior low-income rate,0.236,Income by age: seniors,map,.0%,5,45,070,620L500US09070
State House District 71,House,Senior low-income rate,0.253,Income by age: seniors,map,.0%,5,45,071,620L500US09071
State House District 72,House,Senior low-income rate,0.383,Income by age: seniors,map,.0%,5,45,072,620L500US09072
State House District 73,House,Senior low-income rate,0.412,Income by age: seniors,map,.0%,5,45,073,620L500US09073
State House District 74,House,Senior low-income rate,0.363,Income by age: seniors,map,.0%,5,45,074,620L500US09074
State House District 75,House,Senior low-income rate,0.652,Income by age: seniors,map,.0%,5,45,075,620L500US09075
State House District 76,House,Senior low-income rate,0.145,Income by age: seniors,map,.0%,5,45,076,620L500US09076
State House District 77,House,Senior low-income rate,0.289,Income by age: seniors,map,.0%,5,45,077,620L500US09077
State House District 78,House,Senior low-income rate,0.219,Income by age: seniors,map,.0%,5,45,078,620L500US09078
State House District 79,House,Senior low-income rate,0.323,Income by age: seniors,map,.0%,5,45,079,620L500US09079
State House District 80,House,Senior low-income rate,0.219,Income by age: seniors,map,.0%,5,45,080,620L500US09080
State House District 81,House,Senior low-income rate,0.208,Income by age: seniors,map,.0%,5,45,081,620L500US09081
State House District 82,House,Senior low-income rate,0.223,Income by age: seniors,map,.0%,5,45,082,620L500US09082
State House District 83,House,Senior low-income rate,0.195,Income by age: seniors,map,.0%,5,45,083,620L500US09083
State House District 84,House,Senior low-income rate,0.388,Income by age: seniors,map,.0%,5,45,084,620L500US09084
State House District 85,House,Senior low-income rate,0.219,Income by age: seniors,map,.0%,5,45,085,620L500US09085
State House District 86,House,Senior low-income rate,0.119,Income by age: seniors,map,.0%,5,45,086,620L500US09086
State House District 87,House,Senior low-income rate,0.25,Income by age: seniors,map,.0%,5,45,087,620L500US09087
State House District 88,House,Senior low-income rate,0.23,Income by age: seniors,map,.0%,5,45,088,620L500US09088
State House District 89,House,Senior low-income rate,0.122,Income by age: seniors,map,.0%,5,45,089,620L500US09089
State House District 90,House,Senior low-income rate,0.16,Income by age: seniors,map,.0%,5,45,090,620L500US09090
State House District 91,House,Senior low-income rate,0.231,Income by age: seniors,map,.0%,5,45,091,620L500US09091
State House District 92,House,Senior low-income rate,0.36,Income by age: seniors,map,.0%,5,45,092,620L500US09092
State House District 93,House,Senior low-income rate,0.417,Income by age: seniors,map,.0%,5,45,093,620L500US09093
State House District 94,House,Senior low-income rate,0.373,Income by age: seniors,map,.0%,5,45,094,620L500US09094
State House District 95,House,Senior low-income rate,0.63,Income by age: seniors,map,.0%,5,45,095,620L500US09095
State House District 96,House,Senior low-income rate,0.249,Income by age: seniors,map,.0%,5,45,096,620L500US09096
State House District 97,House,Senior low-income rate,0.394,Income by age: seniors,map,.0%,5,45,097,620L500US09097
State House District 98,House,Senior low-income rate,0.13,Income by age: seniors,map,.0%,5,45,098,620L500US09098
State House District 99,House,Senior low-income rate,0.257,Income by age: seniors,map,.0%,5,45,099,620L500US09099
State House District 100,House,Senior low-income rate,0.248,Income by age: seniors,map,.0%,5,45,100,620L500US09100
State House District 101,House,Senior low-income rate,0.165,Income by age: seniors,map,.0%,5,45,101,620L500US09101
State House District 102,House,Senior low-income rate,0.223,Income by age: seniors,map,.0%,5,45,102,620L500US09102
State House District 103,House,Senior low-income rate,0.123,Income by age: seniors,map,.0%,5,45,103,620L500US09103
State House District 104,House,Senior low-income rate,0.349,Income by age: seniors,map,.0%,5,45,104,620L500US09104
State House District 105,House,Senior low-income rate,0.215,Income by age: seniors,map,.0%,5,45,105,620L500US09105
State House District 106,House,Senior low-income rate,0.192,Income by age: seniors,map,.0%,5,45,106,620L500US09106
State House District 107,House,Senior low-income rate,0.154,Income by age: seniors,map,.0%,5,45,107,620L500US09107
State House District 108,House,Senior low-income rate,0.13,Income by age: seniors,map,.0%,5,45,108,620L500US09108
State House District 109,House,Senior low-income rate,0.23,Income by age: seniors,map,.0%,5,45,109,620L500US09109
State House District 110,House,Senior low-income rate,0.473,Income by age: seniors,map,.0%,5,45,110,620L500US09110
State House District 111,House,Senior low-income rate,0.128,Income by age: seniors,map,.0%,5,45,111,620L500US09111
State House District 112,House,Senior low-income rate,0.159,Income by age: seniors,map,.0%,5,45,112,620L500US09112
State House District 113,House,Senior low-income rate,0.121,Income by age: seniors,map,.0%,5,45,113,620L500US09113
State House District 114,House,Senior low-income rate,0.145,Income by age: seniors,map,.0%,5,45,114,620L500US09114
State House District 115,House,Senior low-income rate,0.326,Income by age: seniors,map,.0%,5,45,115,620L500US09115
State House District 116,House,Senior low-income rate,0.312,Income by age: seniors,map,.0%,5,45,116,620L500US09116
State House District 117,House,Senior low-income rate,0.254,Income by age: seniors,map,.0%,5,45,117,620L500US09117
State House District 118,House,Senior low-income rate,0.265,Income by age: seniors,map,.0%,5,45,118,620L500US09118
State House District 119,House,Senior low-income rate,0.235,Income by age: seniors,map,.0%,5,45,119,620L500US09119
State House District 120,House,Senior low-income rate,0.224,Income by age: seniors,map,.0%,5,45,120,620L500US09120
State House District 121,House,Senior low-income rate,0.364,Income by age: seniors,map,.0%,5,45,121,620L500US09121
State House District 122,House,Senior low-income rate,0.191,Income by age: seniors,map,.0%,5,45,122,620L500US09122
State House District 123,House,Senior low-income rate,0.139,Income by age: seniors,map,.0%,5,45,123,620L500US09123
State House District 124,House,Senior low-income rate,0.562,Income by age: seniors,map,.0%,5,45,124,620L500US09124
State House District 125,House,Senior low-income rate,0.123,Income by age: seniors,map,.0%,5,45,125,620L500US09125
State House District 126,House,Senior low-income rate,0.271,Income by age: seniors,map,.0%,5,45,126,620L500US09126
State House District 127,House,Senior low-income rate,0.266,Income by age: seniors,map,.0%,5,45,127,620L500US09127
State House District 128,House,Senior low-income rate,0.437,Income by age: seniors,map,.0%,5,45,128,620L500US09128
State House District 129,House,Senior low-income rate,0.342,Income by age: seniors,map,.0%,5,45,129,620L500US09129
State House District 130,House,Senior low-income rate,0.622,Income by age: seniors,map,.0%,5,45,130,620L500US09130
State House District 131,House,Senior low-income rate,0.154,Income by age: seniors,map,.0%,5,45,131,620L500US09131
State House District 132,House,Senior low-income rate,0.166,Income by age: seniors,map,.0%,5,45,132,620L500US09132
State House District 133,House,Senior low-income rate,0.179,Income by age: seniors,map,.0%,5,45,133,620L500US09133
State House District 134,House,Senior low-income rate,0.097,Income by age: seniors,map,.0%,5,45,134,620L500US09134
State House District 135,House,Senior low-income rate,0.087,Income by age: seniors,map,.0%,5,45,135,620L500US09135
State House District 136,House,Senior low-income rate,0.081,Income by age: seniors,map,.0%,5,45,136,620L500US09136
State House District 137,House,Senior low-income rate,0.315,Income by age: seniors,map,.0%,5,45,137,620L500US09137
State House District 138,House,Senior low-income rate,0.139,Income by age: seniors,map,.0%,5,45,138,620L500US09138
State House District 139,House,Senior low-income rate,0.206,Income by age: seniors,map,.0%,5,45,139,620L500US09139
State House District 140,House,Senior low-income rate,0.33,Income by age: seniors,map,.0%,5,45,140,620L500US09140
State House District 141,House,Senior low-income rate,0.123,Income by age: seniors,map,.0%,5,45,141,620L500US09141
State House District 142,House,Senior low-income rate,0.115,Income by age: seniors,map,.0%,5,45,142,620L500US09142
State House District 143,House,Senior low-income rate,0.134,Income by age: seniors,map,.0%,5,45,143,620L500US09143
State House District 144,House,Senior low-income rate,0.136,Income by age: seniors,map,.0%,5,45,144,620L500US09144
State House District 145,House,Senior low-income rate,0.385,Income by age: seniors,map,.0%,5,45,145,620L500US09145
State House District 146,House,Senior low-income rate,0.307,Income by age: seniors,map,.0%,5,45,146,620L500US09146
State House District 147,House,Senior low-income rate,0.061,Income by age: seniors,map,.0%,5,45,147,620L500US09147
State House District 148,House,Senior low-income rate,0.299,Income by age: seniors,map,.0%,5,45,148,620L500US09148
State House District 149,House,Senior low-income rate,0.098,Income by age: seniors,map,.0%,5,45,149,620L500US09149
State House District 150,House,Senior low-income rate,0.21,Income by age: seniors,map,.0%,5,45,150,620L500US09150
State House District 151,House,Senior low-income rate,0.143,Income by age: seniors,map,.0%,5,45,151,620L500US09151
State Senate District 1,Senate,Senior low-income rate,0.447,Income by age: seniors,map,.0%,5,45,001,610U500US09001
State Senate District 2,Senate,Senior low-income rate,0.328,Income by age: seniors,map,.0%,5,45,002,610U500US09002
State Senate District 3,Senate,Senior low-income rate,0.236,Income by age: seniors,map,.0%,5,45,003,610U500US09003
State Senate District 4,Senate,Senior low-income rate,0.169,Income by age: seniors,map,.0%,5,45,004,610U500US09004
State Senate District 5,Senate,Senior low-income rate,0.19,Income by age: seniors,map,.0%,5,45,005,610U500US09005
State Senate District 6,Senate,Senior low-income rate,0.318,Income by age: seniors,map,.0%,5,45,006,610U500US09006
State Senate District 7,Senate,Senior low-income rate,0.197,Income by age: seniors,map,.0%,5,45,007,610U500US09007
State Senate District 8,Senate,Senior low-income rate,0.181,Income by age: seniors,map,.0%,5,45,008,610U500US09008
State Senate District 9,Senate,Senior low-income rate,0.235,Income by age: seniors,map,.0%,5,45,009,610U500US09009
State Senate District 10,Senate,Senior low-income rate,0.378,Income by age: seniors,map,.0%,5,45,010,610U500US09010
State Senate District 11,Senate,Senior low-income rate,0.339,Income by age: seniors,map,.0%,5,45,011,610U500US09011
State Senate District 12,Senate,Senior low-income rate,0.159,Income by age: seniors,map,.0%,5,45,012,610U500US09012
State Senate District 13,Senate,Senior low-income rate,0.216,Income by age: seniors,map,.0%,5,45,013,610U500US09013
State Senate District 14,Senate,Senior low-income rate,0.25,Income by age: seniors,map,.0%,5,45,014,610U500US09014
State Senate District 15,Senate,Senior low-income rate,0.41,Income by age: seniors,map,.0%,5,45,015,610U500US09015
State Senate District 16,Senate,Senior low-income rate,0.218,Income by age: seniors,map,.0%,5,45,016,610U500US09016
State Senate District 17,Senate,Senior low-income rate,0.231,Income by age: seniors,map,.0%,5,45,017,610U500US09017
State Senate District 18,Senate,Senior low-income rate,0.227,Income by age: seniors,map,.0%,5,45,018,610U500US09018
State Senate District 19,Senate,Senior low-income rate,0.215,Income by age: seniors,map,.0%,5,45,019,610U500US09019
State Senate District 20,Senate,Senior low-income rate,0.19,Income by age: seniors,map,.0%,5,45,020,610U500US09020
State Senate District 21,Senate,Senior low-income rate,0.207,Income by age: seniors,map,.0%,5,45,021,610U500US09021
State Senate District 22,Senate,Senior low-income rate,0.209,Income by age: seniors,map,.0%,5,45,022,610U500US09022
State Senate District 23,Senate,Senior low-income rate,0.5,Income by age: seniors,map,.0%,5,45,023,610U500US09023
State Senate District 24,Senate,Senior low-income rate,0.232,Income by age: seniors,map,.0%,5,45,024,610U500US09024
State Senate District 25,Senate,Senior low-income rate,0.209,Income by age: seniors,map,.0%,5,45,025,610U500US09025
State Senate District 26,Senate,Senior low-income rate,0.113,Income by age: seniors,map,.0%,5,45,026,610U500US09026
State Senate District 27,Senate,Senior low-income rate,0.243,Income by age: seniors,map,.0%,5,45,027,610U500US09027
State Senate District 28,Senate,Senior low-income rate,0.144,Income by age: seniors,map,.0%,5,45,028,610U500US09028
State Senate District 29,Senate,Senior low-income rate,0.244,Income by age: seniors,map,.0%,5,45,029,610U500US09029
State Senate District 30,Senate,Senior low-income rate,0.206,Income by age: seniors,map,.0%,5,45,030,610U500US09030
State Senate District 31,Senate,Senior low-income rate,0.263,Income by age: seniors,map,.0%,5,45,031,610U500US09031
State Senate District 32,Senate,Senior low-income rate,0.203,Income by age: seniors,map,.0%,5,45,032,610U500US09032
State Senate District 33,Senate,Senior low-income rate,0.184,Income by age: seniors,map,.0%,5,45,033,610U500US09033
State Senate District 34,Senate,Senior low-income rate,0.211,Income by age: seniors,map,.0%,5,45,034,610U500US09034
State Senate District 35,Senate,Senior low-income rate,0.194,Income by age: seniors,map,.0%,5,45,035,610U500US09035
State Senate District 36,Senate,Senior low-income rate,0.135,Income by age: seniors,map,.0%,5,45,036,610U500US09036
Connecticut,State,Senior low-income rate,0.229,Income by age: seniors,map,.0%,5,45,,Connecticut
State House District 1,House,Households receiving public assistance/SNAP,4005,Income,table,",",7,46,001,620L500US09001
State House District 2,House,Households receiving public assistance/SNAP,487,Income,table,",",7,46,002,620L500US09002
State House District 3,House,Households receiving public assistance/SNAP,3964,Income,table,",",7,46,003,620L500US09003
State House District 4,House,Households receiving public assistance/SNAP,3949,Income,table,",",7,46,004,620L500US09004
State House District 5,House,Households receiving public assistance/SNAP,2417,Income,table,",",7,46,005,620L500US09005
State House District 6,House,Households receiving public assistance/SNAP,2692,Income,table,",",7,46,006,620L500US09006
State House District 7,House,Households receiving public assistance/SNAP,3305,Income,table,",",7,46,007,620L500US09007
State House District 8,House,Households receiving public assistance/SNAP,413,Income,table,",",7,46,008,620L500US09008
State House District 9,House,Households receiving public assistance/SNAP,1730,Income,table,",",7,46,009,620L500US09009
State House District 10,House,Households receiving public assistance/SNAP,2950,Income,table,",",7,46,010,620L500US09010
State House District 11,House,Households receiving public assistance/SNAP,1286,Income,table,",",7,46,011,620L500US09011
State House District 12,House,Households receiving public assistance/SNAP,1379,Income,table,",",7,46,012,620L500US09012
State House District 13,House,Households receiving public assistance/SNAP,1603,Income,table,",",7,46,013,620L500US09013
State House District 14,House,Households receiving public assistance/SNAP,385,Income,table,",",7,46,014,620L500US09014
State House District 15,House,Households receiving public assistance/SNAP,1075,Income,table,",",7,46,015,620L500US09015
